IngredientsId,Ingredients,ServingSize,Calories,TotalFat,SaturatedFat,Cholesterol,Sodium,Carbohydrate,Fiber,Sugars,Protein,Fat,Caffeine,Source,Date,IsAllergen,Food_allergen_ID,Food,Food_Class,Food_Type,Food_Group,Allergy_Type
1012724,Halva,,,,,,,,,,,,,,,No,,,,,,
1012725,Orange Pulp,,,,,,,,,,,,,,,No,,,,,,
1012726,"Cream Of Tartar, Confectioners Sugar, Orange Zest",,,,,,,,,,,,,,,No,,,,,,
1012727,Panettone,,,,,,,,,,,,,,,No,,,,,,
1012729,Yellowfin Tuna Steaks,,,,,,,,,,,,,,,No,,,,,,
1012730,Ground Szechuan Peppercorns,,,,,,,,,,,,,,,No,,,,,,
1012731,French Fried Onions Rings,,,,,,,,,,,,,,,No,,,,,,
1012732,Turkey Stuffing,,,,,,,,,,,,,,,No,,,,,,
1012733,Reames Frozen Noodles,,,,,,,,,,,,,,,No,,,,,,
1012734,Low-Carb Spaghetti Sauce,,,,,,,,,,,,,,,No,,,,,,
1012735,Rainbow Sherbet,,,,,,,,,,,,,,,No,,,,,,
1012736,Daylily Flower Buds,,,,,,,,,,,,,,,No,,,,,,
1012737,Rice Cake,100 g,,,,,,81.10 g,4.2 g,4.2 g,3.00 mg,4.30 g,1.70 g,,,No,,,,,,
1012738,Dried Anchovy,,,,,,,,,,,,,,,No,,,,,,
1012739,Rumpleminze,,,,,,,,,,,,,,,No,,,,,,
1012740,Kraft Pimento Spread,,,,,,,,,,,,,,,No,,,,,,
1012742,Chocolate Reddi-Wip Topping,,,,,,,,,,,,,,,No,,,,,,
1012744,Nacho Cheese Dip,,,,,,,,,,,,,,,No,,,,,,
1012745,Cooked Rotini,,,,,,,,,,,,,,,No,,,,,,
1012748,A.1. Steak Sauce,,,,,,,,,,,,,,,No,,,,,,
1012754,Dried Mint Flakes,,,,,,,,,,,,,,,No,,,,,,
1012755,Butterscotch Caramel Sauce,,,,,,,,,,,,,,,No,,,,,,
1012757,Winter Squash Puree,,,,,,,,,,,,,,,No,,,,,,
1012758,No-Sugar-Added Blueberry Spread,,,,,,,,,,,,,,,No,,,,,,
1012759,Brown Rice Vinegar,,,,,,,,,,,,,,,No,,,,,,
1012761,Garlic And Ginger Seasoning,,,,,,,,,,,,,,,No,,,,,,
1012762,Key Lime Pie Yogurt,,,,,,,,,,,,,,,No,,,,,,
1012763,Fiber Supplement,,,,,,,,,,,,,,,No,,,,,,
1012764,Apple Pie,,,,,,,,,,,,,,,No,,,,,,
1012766,Cheese Pizza,,,,,,,,,,,,,,,No,,,,,,
1012767,Catfish Meat,,,,,,,,,,,,,,,No,,,,,,
1012768,Ocean Perch Fillets,,,,,,,,,,,,,,,No,,,,,,
1012769,Boneless Rib-Eye Roast,,,,,,,,,,,,,,,No,,,,,,
1012770,Your Favorite Sauce,,,,,,,,,,,,,,,No,,,,,,
1012771,Hostess Twinkies,,,,,,,,,,,,,,,No,,,,,,
1012773,Fresh Pork Picnic,,,,,,,,,,,,,,,No,,,,,,
1012774,White Cream-Style Corn,,,,,,,,,,,,,,,No,,,,,,
1012775,Low-Fat Cooking Spray,,,,,,,,,,,,,,,No,,,,,,
1012776,Fructose,,,,,,,,,,,,,,,Yes,FA055,Fructose,Plant origin,Vegetable,Sugar source,Sugar Allergy / Intolerance
1012777,Beef Gravy Mix,,,,,,,,,,,,,,,No,,,,,,
1012778,Frozen Mixed Peas Carrots And Potatoes,,,,,,,,,,,,,,,No,,,,,,
1012779,Squash Blossoms,,,,,,,,,,,,,,,No,,,,,,
1012780,Venison Heart,,,,,,,,,,,,,,,No,,,,,,
1012781,Lean Sausage Meat,,,,,,,,,,,,,,,No,,,,,,
1012782,Deer Roast,,,,,,,,,,,,,,,No,,,,,,
1012784,Deer Liver,,,,,,,,,,,,,,,No,,,,,,
1012785,Deer Heart,,,,,,,,,,,,,,,No,,,,,,
1012786,Southwestern-Seasoned Chicken Breast,,,,,,,,,,,,,,,No,,,,,,
1012787,Crayfish,,,,,,,,,,,,,,,No,,,,,,
1012788,Whole Mixed Pickling Spice,,,,,,,,,,,,,,,No,,,,,,
1012789,Lean Turkey Breast,,,,,,,,,,,,,,,No,,,,,,
1012790,Pimento Cheese,,,,,,,,,,,,,,,No,,,,,,
1012792,Canned Chocolate Pie Filling,,,,,,,,,,,,,,,No,,,,,,
1012793,Canned Lemon Pie Filling,,,,,,,,,,,,,,,No,,,,,,
1012794,Coarse Ground Pepper,,,,,,,,,,,,,,,No,,,,,,
1012795,Nacho Chips,,,,,,,,,,,,,,,No,,,,,,
1012797,Mandarin Juice,,,,,,,,,,,,,,,No,,,,,,
1012798,Chicken Feet,,,,,,,,,,,,,,,No,,,,,,
1012800,Low-Fat Tortilla Chips,,,,,,,,,,,,,,,No,,,,,,
1012801,Pour & Frost Chocolate Frosting,,,,,,,,,,,,,,,No,,,,,,
1012802,Boneless Fish Fillets,,,,,,,,,,,,,,,No,,,,,,
1012803,Raw Red Bell Pepper,,,,,,,,,,,,,,,No,,,,,,
1012804,Gluten-Free Chocolate Chip Cookies,,,,,,,,,,,,,,,No,,,,,,
1012806,Bean Liquid,,,,,,,,,,,,,,,No,,,,,,
1012807,Sweet Pepper Flake,,,,,,,,,,,,,,,No,,,,,,
1012808,Lamb Gravy,,,,,,,,,,,,,,,No,,,,,,
1012809,"Cream Cheese, Confectioners Sugar, Fresh Lime Juice",,,,,,,,,,,,,,,No,,,,,,
1012810,Bulls Eye Bold Barbecue Sauce,,,,,,,,,,,,,,,No,,,,,,
1012812,Low-Carb Bread,,,,,,,,,,,,,,,No,,,,,,
1012813,Dried Herb,,,,,,,,,,,,,,,No,,,,,,
1012816,Sun-Dried Tomato Olive Basil Rub,,,,,,,,,,,,,,,No,,,,,,
1012817,Vegan Taco Seasoning,,,,,,,,,,,,,,,No,,,,,,
1012818,Menudo Spice Mix,,,,,,,,,,,,,,,No,,,,,,
1012820,Ocean Spray 100% Cranberry Juice,,,,,,,,,,,,,,,No,,,,,,
1012821,Sugar-Free Lemon Jell-O Powder,,,,,,,,,,,,,,,No,,,,,,
1012822,Bacardi Fuzzy Navel Mix,,,,,,,,,,,,,,,No,,,,,,
1012823,Pomegranate-Cranberry Juice,,,,,,,,,,,,,,,No,,,,,,
1012824,Delmonico Steaks,,,,,,,,,,,,,,,No,,,,,,
1012826,Peanut Butter Sandwich Crackers,,,,,,,,,,,,,,,No,,,,,,
1012829,Buttermilk-Mayonnaise Dressing Mix,,,,,,,,,,,,,,,No,,,,,,
1012830,Cooked Small Shell Pasta,,,,,,,,,,,,,,,No,,,,,,
1012831,Powdered Orange Breakfast Drink Mix,,,,,,,,,,,,,,,No,,,,,,
1012832,Strawberry Margarita Mix,,,,,,,,,,,,,,,No,,,,,,
1012833,Turkey Slice,,,,,,,,,,,,,,,No,,,,,,
1012834,Jalapeno Cheddar Cheese Dip,,,,,,,,,,,,,,,No,,,,,,
1012835,Seasoned Fish Fry,,,,,,,,,,,,,,,No,,,,,,
1012837,Sourdough English Muffin,,,,,,,,,,,,,,,No,,,,,,
1012838,Hickory Nuts,,,,,,,,,,,,,,,No,,,,,,
1012839,Tequila Rose,,,,,,,,,,,,,,,No,,,,,,
1012840,Roasted Walnut,,,,,,,,,,,,,,,No,,,,,,
1012843,Fat Free French Vanilla Yogurt,,,,,,,,,,,,,,,No,,,,,,
1012853,Dried Hijiki Seaweed,,,,,,,,,,,,,,,No,,,,,,
1012855,Wishbone Deluxe French Salad Dressing,,,,,,,,,,,,,,,No,,,,,,
1012857,Onion Powder With Green Onion And Parsley,,,,,,,,,,,,,,,No,,,,,,
1012858,Canned Deviled Ham,,,,,,,,,,,,,,,No,,,,,,
1012860,Dove Breasts,,,,,,,,,,,,,,,No,,,,,,
1012861,Lamb Chop,,,,,,,,,,,,,,,No,,,,,,
1012864,Dewberries,,,,,,,,,,,,,,,No,,,,,,
1012865,Tuvar Dal,,,,,,,,,,,,,,,No,,,,,,
1012866,Dal,,,,,,,,,,,,,,,No,,,,,,
1012867,Brinjal,,,,,,,,,,,,,,,No,,,,,,
1012868,Peaches In Juice,,,,,,,,,,,,,,,No,,,,,,
1012869,Splenda Sweetened Cranberry Juice,,,,,,,,,,,,,,,No,,,,,,
1012871,Diet Ginger Ale,,,,,,,,,,,,,,,No,,,,,,
1012872,Low-Fat Powdered Nondairy Creamer,,,,,,,,,,,,,,,No,,,,,,
1012873,Italian Tomatoes With Juice,,,,,,,,,,,,,,,No,,,,,,
1012874,Sugar-Free Lemonade Concentrate,,,,,,,,,,,,,,,No,,,,,,
1012875,No-Sugar-Added Maple Syrup,,,,,,,,,,,,,,,No,,,,,,
1012876,Sugar-Free Pudding Mix,,,,,,,,,,,,,,,No,,,,,,
1012877,Sugar-Free Vanilla Pudding,,,,,,,,,,,,,,,No,,,,,,
1012878,Sugar-Free Sodium-Free Peanut Butter,,,,,,,,,,,,,,,No,,,,,,
1012879,Granular Fructose,,,,,,,,,,,,,,,No,,,,,,
1012880,Crystal Light Raspberry Powdered Drink Mix,,,,,,,,,,,,,,,No,,,,,,
1012881,10 Inch Low-Fat Flour Tortillas,,,,,,,,,,,,,,,No,,,,,,
1012882,Low-Sugar Apricot Preserves,,,,,,,,,,,,,,,No,,,,,,
1012883,White Cranberry Juice With Splenda,,,,,,,,,,,,,,,No,,,,,,
1012884,Liquid Shortening,,,,,,,,,,,,,,,No,,,,,,
1012885,Sugar-Free Sweetened Condensed Milk,,,,,,,,,,,,,,,No,,,,,,
1012886,Fat-Free Chocolate Flavor Instant Pudding And Pie Mix,,,,,,,,,,,,,,,No,,,,,,
1012887,Fat-Free Pound Cake,,,,,,,,,,,,,,,No,,,,,,
1012888,Terrapins,,,,,,,,,,,,,,,No,,,,,,
1012889,Currant Juice,,,,,,,,,,,,,,,No,,,,,,
1012890,Whole Wheat Hamburger Bun,,,,,,,,,,,,,,,No,,,,,,
1012891,Blueberry Schnapps,,,,,,,,,,,,,,,No,,,,,,
1012893,True Lemon Crystals,,,,,,,,,,,,,,,No,,,,,,
1012894,Raspberry Sorbet,,,,,,,,,,,,,,,No,,,,,,
1012895,Green Tea Bag,,,,,,,,,,,,,,,No,,,,,,
1012896,Lime Juice Concentrate,,,,,,,,,,,,,,,No,,,,,,
1012897,Sugar-Free Instant Cheesecake Pudding Mix,,,,,,,,,,,,,,,No,,,,,,
1012898,Diet Pepsi,,,,,,,,,,,,,,,No,,,,,,
1012899,Waxed Yellow Beans,,,,,,,,,,,,,,,No,,,,,,
1012900,Cold Cuts,,,,,,,,,,,,,,,No,,,,,,
1012901,Featherweight Baking Powder,,,,,,,,,,,,,,,No,,,,,,
1012903,Light Salad Dressing,,,,,,,,,,,,,,,No,,,,,,
1012904,Blue Grenadier Fillets,,,,,,,,,,,,,,,No,,,,,,
1012905,Honey Mustard Pretzels,,,,,,,,,,,,,,,No,,,,,,
1012906,Rye Meal Mountain Bread Wraps,,,,,,,,,,,,,,,No,,,,,,
1012907,Skinless Pollock Fillets,,,,,,,,,,,,,,,No,,,,,,
1012908,Fat-Free Tartar Sauce,,,,,,,,,,,,,,,No,,,,,,
1012911,Basic Mayonnaise Recipe,,,,,,,,,,,,,,,No,,,,,,
1012912,Fat Free Dill Dip,,,,,,,,,,,,,,,No,,,,,,
1012914,Ding Dong Chocolate Snack Cakes,,,,,,,,,,,,,,,No,,,,,,
1012915,Dried Whole Corn,,,,,,,,,,,,,,,No,,,,,,
1012916,Tabbouleh,,,,,,,,,,,,,,,No,,,,,,
1012917,Chicken Stew,,,,,,,,,,,,,,,No,,,,,,
1012918,Fat Salt Pork,,,,,,,,,,,,,,,No,,,,,,
1012920,Flower Pot,,,,,,,,,,,,,,,No,,,,,,
1012921,Artificial Flower,,,,,,,,,,,,,,,No,,,,,,
1012922,Garden Trowel,,,,,,,,,,,,,,,No,,,,,,
1012923,Plastic Flowers,,,,,,,,,,,,,,,No,,,,,,
1012927,Extra-Dry Vermouth,,,,,,,,,,,,,,,No,,,,,,
1012928,Pork Leg Steaks,,,,,,,,,,,,,,,No,,,,,,
1012930,Cleaner,,,,,,,,,,,,,,,No,,,,,,
1012932,Vegetarian Turkey Pieces,,,,,,,,,,,,,,,No,,,,,,
1012933,Tempeh Bacon,,,,,,,,,,,,,,,No,,,,,,
1012934,Fruit Snacks,,,,,,,,,,,,,,,No,,,,,,
1012935,Swiss Almond Chocolate Liqueur,,,,,,,,,,,,,,,No,,,,,,
1012936,Swanson Vegetable Broth,,,,,,,,,,,,,,,No,,,,,,
1012937,Turkey Drippings,,,,,,,,,,,,,,,No,,,,,,
1012940,Gefilte Fish,,,,,,,,,,,,,,,No,,,,,,
1012941,Pepperidge Farm Chessmen Cookies,,,,,,,,,,,,,,,No,,,,,,
1012942,Lite Silken Extra Firm Tofu,,,,,,,,,,,,,,,No,,,,,,
1012943,Cooked Whole Wheat Noodles,,,,,,,,,,,,,,,No,,,,,,
1012944,Fat Free Hollandaise Mix,,,,,,,,,,,,,,,No,,,,,,
1012945,Tabouli Mix,,,,,,,,,,,,,,,No,,,,,,
1012946,Frozen Flour Rounds,,,,,,,,,,,,,,,No,,,,,,
1012947,Malanga,,,,,,,,,,,,,,,No,,,,,,
1012948,Pork Skins,,,,,,,,,,,,,,,No,,,,,,
1012949,Salt-Free Onion Powder,,,,,,,,,,,,,,,No,,,,,,
1012950,Cooked Crab Meat,,,,,,,,,,,,,,,No,,,,,,
1012951,Bread Pudding,,,,,,,,,,,,,,,No,,,,,,
1012952,Glazed Doughnuts,,,,,,,,,,,,,,,No,,,,,,
1012954,Dooley Liqueur,,,,,,,,,,,,,,,No,,,,,,
1012956,Fruit Fresh,,,,,,,,,,,,,,,No,,,,,,
1012957,Bean Paste,,,,,,,,,,,,,,,No,,,,,,
1012959,Niter Kebbeh,,,,,,,,,,,,,,,No,,,,,,
1012960,Gingelly Oil,,,,,,,,,,,,,,,No,,,,,,
1012961,Pickerel Fillets,,,,,,,,,,,,,,,No,,,,,,
1012962,Strawberry Instant Breakfast Drink,,,,,,,,,,,,,,,No,,,,,,
1012963,Abalone Steak,,,,,,,,,,,,,,,No,,,,,,
1012964,Raw Red Cabbage,,,,,,,,,,,,,,,No,,,,,,
1012965,Raw Green Cabbage,,,,,,,,,,,,,,,No,,,,,,
1012966,Fat-Free Vinaigrette-Style Dressing,,,,,,,,,,,,,,,No,,,,,,
1012967,Frozen Potatoes Au Gratin,,,,,,,,,,,,,,,No,,,,,,
1012970,Milk Chocolate With Peanuts,,,,,,,,,,,,,,,No,,,,,,
1012977,Cranberry Almond Crunch Cereal,,,,,,,,,,,,,,,No,,,,,,
1012979,Boneless Skinless Salmon,,,,,,,,,,,,,,,No,,,,,,
1012980,Strawberry Sorbet,,,,,,,,,,,,,,,No,,,,,,
1012981,"Heavy Cream, Confectioners Sugar, Fresh Lemon Rind",,,,,,,,,,,,,,,No,,,,,,
1012982,Strawberry Daiquiri Mix,,,,,,,,,,,,,,,No,,,,,,
1012987,Chili Pods,,,,,,,,,,,,,,,No,,,,,,
1012988,Smoked Turkey Necks,,,,,,,,,,,,,,,No,,,,,,
1012989,Warrigal Greens,,,,,,,,,,,,,,,No,,,,,,
1012993,Root Vegetables,,,,,,,,,,,,,,,No,,,,,,
1012994,Multi-Bran Cereal,,,,,,,,,,,,,,,No,,,,,,
1012997,Sugar Free Chocolate Fudge Pudding And Pie Filling Mix,,,,,,,,,,,,,,,No,,,,,,
1012998,Duncan Hines Orange Supreme Cake Mix,,,,,,,,,,,,,,,No,,,,,,
1012999,Orange Sorbet,,,,,,,,,,,,,,,No,,,,,,
1013000,Tapioca Pudding Mix,,,,,,,,,,,,,,,No,,,,,,
1013001,Lite Silken Soft Tofu,,,,,,,,,,,,,,,No,,,,,,
1013003,Low-Fat Vanilla Pudding,,,,,,,,,,,,,,,No,,,,,,
1013004,Gum Tragacanth,,,,,,,,,,,,,,,No,,,,,,
1013005,Dark Mustard,,,,,,,,,,,,,,,No,,,,,,
1013006,Frogs,,,,,,,,,,,,,,,No,,,,,,
1013007,Savor Salt Seasoning,,,,,,,,,,,,,,,No,,,,,,
1013008,Sodium-Free Beef Bouillon Granules,,,,,,,,,,,,,,,No,,,,,,
1013010,Pickled Whole Baby Corn,,,,,,,,,,,,,,,No,,,,,,
1013011,Hot Spiced White Vinegar,,,,,,,,,,,,,,,No,,,,,,
1013012,Vanilla Cookies,,,,,,,,,,,,,,,No,,,,,,
1013014,Dried Peruano Beans,,,,,,,,,,,,,,,No,,,,,,
1013015,Bay Laurel Powder,,,,,,,,,,,,,,,No,,,,,,
1013016,Sodium-Free Chicken Flavor Instant Bouillon,,,,,,,,,,,,,,,No,,,,,,
1013017,Pickled Green Chilies,,,,,,,,,,,,,,,No,,,,,,
1013018,Pickled Garlic Cloves,,,,,,,,,,,,,,,No,,,,,,
1013019,Apple Cinnamon Quick Bread Mix,,,,,,,,,,,,,,,No,,,,,,
1013020,Ducks,,,,,,,,,,,,,,,No,,,,,,
1013021,Dried Negro Chile,,,,,,,,,,,,,,,No,,,,,,
1013022,Boneless Duck Leg,,,,,,,,,,,,,,,No,,,,,,
1013023,Veal Fillets,,,,,,,,,,,,,,,No,,,,,,
1013024,Grand Delice Cheese,,,,,,,,,,,,,,,No,,,,,,
1013025,Peking Duck,,,,,,,,,,,,,,,No,,,,,,
1013026,Snake Beans,,,,,,,,,,,,,,,No,,,,,,
1013027,Duck Breast,,,,,,,,,,,,,,,No,,,,,,
1013028,Boneless Skinless Duck Breasts,,,,,,,,,,,,,,,No,,,,,,
1013029,Boneless Duck Breast Halves,,,,,,,,,,,,,,,No,,,,,,
1013030,Smoked Duck,,,,,,,,,,,,,,,No,,,,,,
1013031,Duck Stock,,,,,,,,,,,,,,,No,,,,,,
1013032,Duck Quarters,,,,,,,,,,,,,,,No,,,,,,
1013033,Pineapple Jelly,,,,,,,,,,,,,,,No,,,,,,
1013034,Cooked Duck,,,,,,,,,,,,,,,No,,,,,,
1013035,Duck Carcass,,,,,,,,,,,,,,,No,,,,,,
1013036,Peach Chutney,,,,,,,,,,,,,,,No,,,,,,
1013037,Milk Duds,,,,,,,,,,,,,,,No,,,,,,
1013038,Korean Rice Cake,,,,,,,,,,,,,,,No,,,,,,
1013039,Dashida,,,,,,,,,,,,,,,No,,,,,,
1013040,Clam Base,,,,,,,,,,,,,,,No,,,,,,
1013041,Beef And Onion Soup Mix,,,,,,,,,,,,,,,No,,,,,,
1013043,Durian,100 g,,,,,,27.09 g,3.8 g,3.8 g,0.28 mg,5.33 g,1.12 g,,,No,,,,,,
1013045,Heineken Lager Beer,,,,,,,,,,,,,,,No,,,,,,
1013046,Brandewijn,,,,,,,,,,,,,,,No,,,,,,
1013047,Sour Apples,,,,,,,,,,,,,,,No,,,,,,
1013049,Pineapple Chunks In Heavy Syrup,,,,,,,,,,,,,,,No,,,,,,
1013050,Doves,,,,,,,,,,,,,,,No,,,,,,
1013051,Pineapple Cake Mix,,,,,,,,,,,,,,,No,,,,,,
1013052,"Lemon, Juice Of, Confectioners Sugar",,,,,,,,,,,,,,,No,,,,,,
1013055,Black Currant Liqueur,,,,,,,,,,,,,,,No,,,,,,
1013056,Soybean Paste,,,,,,,,,,,,,,,No,,,,,,
1013057,Tortilla Flour,,,,,,,,,,,,,,,No,,,,,,
1013058,Nonfat Fruit Yogurt,,,,,,,,,,,,,,,No,,,,,,
1013059,Masago Smelt Roe,,,,,,,,,,,,,,,No,,,,,,
1013061,Sour Orange,,,,,,,,,,,,,,,No,,,,,,
1013063,Banana Instant Pudding,,,,,,,,,,,,,,,No,,,,,,
1013064,"Limes, Rind Of",,,,,,,,,,,,,,,No,,,,,,
1013066,Rose Extract,,,,,,,,,,,,,,,No,,,,,,
1013067,Light Cane Sugar,,,,,,,,,,,,,,,No,,,,,,
1013070,Olive Oil-Flavored Pam,,,,,,,,,,,,,,,No,,,,,,
1013071,Beef Stroganoff Sauce Mix,,,,,,,,,,,,,,,No,,,,,,
1013072,Refrigerated White Chocolate Chip Cookie Dough,,,,,,,,,,,,,,,No,,,,,,
1013073,Pork Rib Rack,,,,,,,,,,,,,,,No,,,,,,
1013074,Instant Banana Bread Oatmeal,,,,,,,,,,,,,,,No,,,,,,
1013078,Waffle Bowls,,,,,,,,,,,,,,,No,,,,,,
1013079,Portuguese Chourico,,,,,,,,,,,,,,,No,,,,,,
1013080,Betty Crocker Fluffy White Frosting Mix,,,,,,,,,,,,,,,No,,,,,,
1013081,Any Desired Food Coloring,,,,,,,,,,,,,,,No,,,,,,
1013082,Pink Sugar,,,,,,,,,,,,,,,No,,,,,,
1013084,Swiss Rolls,,,,,,,,,,,,,,,No,,,,,,
1013087,Chocolate Egg,,,,,,,,,,,,,,,No,,,,,,
1013088,Glitter,,,,,,,,,,,,,,,No,,,,,,
1013089,Glue,,,,,,,,,,,,,,,No,,,,,,
1013091,Marshmallow Peep,,,,,,,,,,,,,,,No,,,,,,
1013093,Orange Slice Candy,,,,,,,,,,,,,,,No,,,,,,
1013094,Chili-Ready Tomatoes,,,,,,,,,,,,,,,No,,,,,,
1013095,Condensed Pumpkin Soup,,,,,,,,,,,,,,,No,,,,,,
1013097,Lean Meat,,,,,,,,,,,,,,,No,,,,,,
1013098,Cream Of Mushroom Soup Mix,,,,,,,,,,,,,,,No,,,,,,
1013099,Onion And Garlic Powder,,,,,,,,,,,,,,,No,,,,,,
1013103,No-Sugar-Added Ketchup,,,,,,,,,,,,,,,No,,,,,,
1013104,Light Demerara Sugar,,,,,,,,,,,,,,,No,,,,,,
1013105,Apple Crumble Mix,,,,,,,,,,,,,,,No,,,,,,
1013106,Apricot Conserve,,,,,,,,,,,,,,,No,,,,,,
1013108,Frenchs Chili-O Seasoning,,,,,,,,,,,,,,,No,,,,,,
1013109,Hot Pepper Sesame Oil,,,,,,,,,,,,,,,No,,,,,,
1013110,Teriyaki Seasoning Mix,,,,,,,,,,,,,,,No,,,,,,
1013113,Turbot Fillet,,,,,,,,,,,,,,,No,,,,,,
1013115,Mccormick Potato Toppers,,,,,,,,,,,,,,,No,,,,,,
1013116,Condensed Chicken Broth With Garlic & Herbs,,,,,,,,,,,,,,,No,,,,,,
1013120,Lean Beef Bacon,,,,,,,,,,,,,,,No,,,,,,
1013122,Bitter Melons,,,,,,,,,,,,,,,No,,,,,,
1013123,Lime Curd,,,,,,,,,,,,,,,No,,,,,,
1013124,Cheese Blintzes,,,,,,,,,,,,,,,No,,,,,,
1013126,Low-Fat Waffles,,,,,,,,,,,,,,,No,,,,,,
1013127,Splenda Sweetened Cherry Pie Filling,,,,,,,,,,,,,,,No,,,,,,
1013130,Ocean Spray Whole Cranberry Sauce,,,,,,,,,,,,,,,No,,,,,,
1013134,Caramel Yogurt,,,,,,,,,,,,,,,No,,,,,,
1013135,Top N Fill Caramel,,,,,,,,,,,,,,,No,,,,,,
1013136,Fine Chocolate Wafer Crumbs,,,,,,,,,,,,,,,No,,,,,,
1013137,Cadbury Caramello Chocolate Bars,,,,,,,,,,,,,,,No,,,,,,
1013138,Granulated White Sugar,,,,,,,,,,,,,,,No,,,,,,
1013139,Reduced-Fat Catalina Dressing,,,,,,,,,,,,,,,No,,,,,,
1013141,Low-Fat Cheese Ravioli,,,,,,,,,,,,,,,No,,,,,,
1013142,Cracker Barrel Sharp Cheddar Cheese,,,,,,,,,,,,,,,No,,,,,,
1013143,Spicy Seasoning Mix,,,,,,,,,,,,,,,No,,,,,,
1013149,Canned Sour Cherries,,,,,,,,,,,,,,,No,,,,,,
1013153,Alfredo Noodles Mix,,,,,,,,,,,,,,,No,,,,,,
1013154,Reduced-Fat Cream Of Broccoli Soup,,,,,,,,,,,,,,,No,,,,,,
1013155,Frozen Italian-Style Vegetables With Pasta,,,,,,,,,,,,,,,No,,,,,,
1013158,Low-Fat Pizza Sauce,,,,,,,,,,,,,,,No,,,,,,
1013159,Basic Pizza Dough,,,,,,,,,,,,,,,No,,,,,,
1013160,Perdue Short Cuts Original Roasted Carved Chicken Breasts,,,,,,,,,,,,,,,No,,,,,,
1013162,Condensed Minestrone Soup,,,,,,,,,,,,,,,No,,,,,,
1013163,Broccoli Carrots And Water Chestnut Mix,,,,,,,,,,,,,,,No,,,,,,
1013166,Low-Fat Eggnog,,,,,,,,,,,,,,,No,,,,,,
1013168,Raspberry Chocolate Chips,,,,,,,,,,,,,,,No,,,,,,
1013172,Homemade Mayonnaise,,,,,,,,,,,,,,,No,,,,,,
1013174,Blueberry Filling,,,,,,,,,,,,,,,No,,,,,,
1013175,Boneless Sirloin Pork Chops,,,,,,,,,,,,,,,No,,,,,,
1013177,New England Clam Chowder,,,,,,,,,,,,,,,No,,,,,,
1013181,Wheat Berry Bread,,,,,,,,,,,,,,,No,,,,,,
1013182,Runner Beans,,,,,,,,,,,,,,,No,,,,,,
1013183,Moong Dahl,,,,,,,,,,,,,,,No,,,,,,
1013184,Vegan Parmesan Cheese,,,,,,,,,,,,,,,No,,,,,,
1013186,Peas Corn And Carrot Mix,,,,,,,,,,,,,,,No,,,,,,
1013187,Shredded Steak And Cheese Taquitos,,,,,,,,,,,,,,,No,,,,,,
1013188,Instant Pumpkin Spice Pudding Mix,,,,,,,,,,,,,,,No,,,,,,
1013189,White Cake,,,,,,,,,,,,,,,No,,,,,,
1013190,Fresh Boneless Fish Fillets,,,,,,,,,,,,,,,No,,,,,,
1013191,Frozen Battered Fish Fillets,,,,,,,,,,,,,,,No,,,,,,
1013193,"Lemon, Juice And Pulp Of",,,,,,,,,,,,,,,No,,,,,,
1013194,Fresh Wax Beans,,,,,,,,,,,,,,,No,,,,,,
1013195,Orange-Grapefruit Juice,100 g,,,,,,10.28 g,0.1 g,0.1 g,0.07 mg,0.10 g,0.39 g,,,No,,,,,,
1013196,Prepared Fat-Free Chocolate Pudding,,,,,,,,,,,,,,,No,,,,,,
1013197,Red Currant Jam,,,,,,,,,,,,,,,No,,,,,,
1013198,Bread Mix For The Bread Machine,,,,,,,,,,,,,,,No,,,,,,
1013199,Fat Free Sugar-Free Instant Butterscotch Pudding Mix,,,,,,,,,,,,,,,No,,,,,,
1013200,Light Cream Cheese With Roasted Garlic,,,,,,,,,,,,,,,No,,,,,,
1013201,Fat Free Feta Cheese,,,,,,,,,,,,,,,No,,,,,,
1013205,Grouse,,,,,,,,,,,,,,,No,,,,,,
1013206,Nestle Toll House Halloween Shapes And Morsels,,,,,,,,,,,,,,,No,,,,,,
1013207,Milk Chocolate-Covered Pretzels,,,,,,,,,,,,,,,No,,,,,,
1013210,Low-Sodium Vegetable Bouillon Cubes,,,,,,,,,,,,,,,No,,,,,,
1013217,"Currants, Confectioners Sugar, Fresh Lemon Juice",,,,,,,,,,,,,,,No,,,,,,
1013218,Special K Vanilla Snack Bites,,,,,,,,,,,,,,,No,,,,,,
1013219,Chocolate-Coated Biscuits,,,,,,,,,,,,,,,No,,,,,,
1013221,Sambal Bajak,,,,,,,,,,,,,,,No,,,,,,
1013222,Kraft Parmesan Romano Asiago Cheese Blend,,,,,,,,,,,,,,,No,,,,,,
1013223,Pasta Sauce With Mushrooms And Olives,,,,,,,,,,,,,,,No,,,,,,
1013224,Green Giant Garden Herb Pasta Accents,,,,,,,,,,,,,,,No,,,,,,
1013225,Light Pasta Sauce,,,,,,,,,,,,,,,No,,,,,,
1013227,Strawberry-Banana Gelatin,,,,,,,,,,,,,,,No,,,,,,
1013228,Mini Jelly Rolls,,,,,,,,,,,,,,,No,,,,,,
1013229,Velveeta Queso Blanco With Jalapenos,,,,,,,,,,,,,,,No,,,,,,
1013231,Tomato Sauce With Onion,,,,,,,,,,,,,,,No,,,,,,
1013232,Reduced-Fat Wheat Thins Crackers,,,,,,,,,,,,,,,No,,,,,,
1013233,Meringues,,,,,,,,,,,,,,,No,,,,,,
